text,relevance,concreteness,constructive
沒有符合google style,1,0,0
是，但不符標準,1,0,0
不符合規定,1,0,0
空格要空正確喔,1,1,0
Perfect,0,0,0
縮排設定好像還沒設定好(右下角的2 SPACE)，但有符合224的縮排規定,1,1,0
很棒 排版很整齊,1,0,0
讚 排版很整齊,1,0,0
Good 有整齊,1,0,0
是，排版非常整齊。,1,0,0
整齊，但不符合checkstyle google check 規範,1,0,0
整齊，Checkstyle也說讚,1,0,0
排版整齊乾淨,1,0,0
不太整齊，例:public兩個大括號應該要統一,1,1,0
輸出那邊沒有縮排到,1,1,0
是，已完成更正,1,0,0
"整齊，但不符合Google規範
TAB須改用space*2",1,1,1
"不符合Google 規定，
tab須改用 double space",1,1,1
一行，非常整齊簡潔,0,0,0
乾淨整齊，用google check檢查沒有問題,1,0,0
乾淨整齊，google check檢查沒有問題,1,0,0
整齊，google checks檢查沒問題,1,0,0
很精簡，一行,1,0,0
很整齊但不符合Google Checkstyle,1,0,0
整齊但不符合Google Checkstyle,1,0,0
"沒有使用space，應使用tab
",1,1,1
應使用space取代tab,1,1,1
9 - 15行應使用space,1,1,0
整齊，但是其中格式是錯誤的應該要空兩隔的，變成四格,1,1,1
排的很好，沒有缺點,1,0,0
整齊，方便閱讀,1,0,0
有整齊,1,0,0
不整齊喔,1,0,0
是 非常整齊,1,0,0
class的Java Doc排版不整齊,1,1,0
厲害,0,0,0
是，但排版沒有照規定,1,0,0
排版整齊，讚讚,1,0,0
空格要注意,1,0,0
"有
",0,0,0
排版整齊，但還是不符合Google Checks之規定,1,0,0
空格要用space不是tab喔~,1,1,1
這堂課要用space不是tab喔~,1,1,1
是 排版整齊,1,0,0
無達到排版整齊要求,1,0,0
1,0,0,0
不要睡覺,0,0,0
讚啦,0,0,0
此次沒有變數命名,1,1,0
本次無變數使用,1,1,0
沒錯,0,0,0
這次不需要來著,0,0,0
這次似乎好像不需要？,0,0,0
這次似乎不需要？,0,0,0
本次作業無需使用變數的部分,1,1,0
本題不需用到變數,1,1,0
是。畢竟這次沒變數。,1,1,0
是，變數符合規定。,1,0,0
是，變數宣告正確。,1,0,0
是，變數宣告符合規定。,1,0,0
是，完全沒有問題,0,0,0
是。畢竟沒變數。,1,0,0
符合標準,1,0,0
是，符合標準,1,0,0
符合標準，很好,1,0,0
yeah,0,0,0
變數命名符合標準,1,1,0
變數命名符合規範,1,1,0
yse,0,0,0
很符合,1,0,0
有！畢竟沒有變數(?,1,0,0
有欸！雖然沒有變數XD,1,0,0
"是


",0,0,0
無變數,1,0,0
符合,1,0,0
Excellent,0,0,0
此次沒有變數,1,0,0
無變數需命名,1,1,0
非常好,0,0,0
是!,0,0,0
非常完美,0,0,0
超棒,0,0,0
這次不用印變數,1,1,0
這題不需要,0,0,0
目前這題不用,1,0,0
是 變數命名符合標準,1,1,0
不符合變數命名要求,1,1,0
?,0,0,0
有哩！,0,0,0
超強,0,0,0
有符合！,1,0,0
是。畢竟這次沒類別。,1,0,0
是，類別命名符合規定。,1,1,0
是，類別命名正確。,1,1,0
是。畢竟沒類別。,1,1,0
有符合,1,0,0
有照規則命名,1,1,0
類別命名符合標準,1,1,0
類別命名符合規範,1,1,0
撰寫標準,1,0,0
有！,0,0,0
優質,0,0,0
有的，太棒了!,0,0,0
無類別,0,0,0
Great,0,0,0
NICE喔,0,0,0
讚 有符合,1,0,0
無類別需命名,1,1,0
太厲害了,0,0,0
是，符合,1,0,0
非常棒,0,0,0
100分,0,0,0
完美~,0,0,0
符合喔,1,0,0
這題用不到~,1,0,0
符合命名標準,1,1,0
是 符合標準,1,0,0
不符合要求,1,0,0
是，很好,0,0,0
棒棒搭~,0,0,0
真標準,0,0,0
有的有的~符合,1,0,0
.good,0,0,0
是的是的！,0,0,0
是。畢竟這次沒命名。,1,1,0
是，方法命名符合規定。,1,1,0
是，方法命名正確。,1,0,0
是。畢竟沒命名。,1,0,0
方法命名符合標準,1,1,0
方法命名符合規範,1,1,0
命名方式正確,1,0,0
很不錯,0,0,0
棒ㄟ,0,0,0
這個也有！,0,0,0
"是

",0,0,0
太強了,0,0,0
有，太強了!,0,0,0
無方法,0,0,0
"缺句點
@param應有一個空行",1,1,1
Awesome,0,0,0
聰明!,0,0,0
無方法需命名,1,1,0
超過100分,0,0,0
目前不用,0,0,0
好像用不到，目前,0,0,0
這題好像不需要,1,0,0
是 達到撰寫標準,1,0,0
不符合命名要求,1,0,0
沒有打JavaDoc喔,1,1,0
沒有打Java Doc,1,1,0
沒有輸入Java Doc,1,1,0
否，沒有輸入javadoc,1,1,0
沒有打JavaDoc,1,1,0
沒有Java Doc,1,1,0
"no java.doc
",1,1,0
沒有JavaDoc,1,1,0
沒有打 javaDoc,1,1,0
沒有寫JavaDoc,1,1,0
市,0,0,0
沒有寫,0,0,0
太趕了，我懂,0,0,0
下次加一下,0,0,0
main class 上沒有 java doc,1,1,0
要寫註解喔~,1,0,0
你有記得ㄟQAQ，我沒有，太趕了，你真棒XD,0,0,0
JavaDoc沒有打完整,1,1,0
忘記打註解了,1,0,0
缺了些東西 不過還行,1,0,0
沒有打JavaDoc喔!,1,1,0
bad,0,0,0
否，並沒有輸入Java Doc,1,1,0
記得要寫註解~,1,0,1
程式碼一清二楚好棒>///<,1,0,0
要記得寫JavaDoc喔~~,1,1,1
你有記得耶QAQ，我忘了，你好棒！,0,0,0
要記得寫JavaDoc喔><,1,1,1
沒有使用註解!,1,0,0
沒有附上註解,1,0,0
沒有使用到註解!,1,0,0
符合，註解可以打上跟程式碼相關的說明,1,1,1
否，沒有JavaDoc。,1,1,0
沒寫,0,0,0
符合JavaDoc規範,1,1,0
JavaDoc沒有打,1,1,0
少了JavaDoc,1,1,0
沒寫java doc,1,1,0
是，有JavaDoc且符合規定。,1,1,0
缺少Javadoc,1,1,0
你沒有寫到，下次記得,0,0,0
google表示不喜歡你的註解,1,0,0
讚讚,0,0,0
"沒有加javaDoc
",1,1,0
排版很整齊！,1,0,0
加油,0,0,0
下次記得寫註解,1,0,1
並沒有,0,0,0
清楚可以理解。 (This is the demo of handing HW 結尾好像少了 . ),1,1,0
下次注意要記得寫,1,0,0
是，超棒,0,0,0
不符合,1,0,0
有寫出JavaDoc,1,1,0
沒有註解,1,0,0
開頭和內部缺少Javadoc,1,1,0
你的註解被鯊魚吃了逆?,1,0,0
小小的未符合,1,0,0
沒有寫Java Doc註解,1,1,0
沒有撰寫JavaDoc,1,1,0
no java.doc,1,1,0
註解未用JavaDoc,1,1,0
缺少Java Doc,1,1,0
JavaDoc的第一句缺少句點,1,1,0
少一個註解，另外有寫的註解少一個*,1,1,0
要記得加上JavaDoc~~,1,1,0
太厲害了，竟然有記得加上去,1,0,0
"main函式的註解少了""傳入參數的說明""",1,1,0
沒有寫Java doc 那麼短的時間哪夠寫QQ,1,1,0
沒有寫QQ,0,0,0
來不及寫對不對QQ記得補上！,0,0,0
"沒有用到javaDoc
",1,1,0
沒辦法執行喔,0,0,0
沒java document,1,1,0
沒有JavaDoc，太壞了吧,1,0,0
居然有寫,0,0,0
沒有,0,0,0
JavaDoc打完要句點，跟你被句點一樣.,1,1,0
沒有 記得加喔~~,0,0,0
檔案內沒有 JavaDoc,1,1,0
可以去看助教講義第41頁,0,1,0
"否,沒有寫JavaDoc",1,1,0
"是,完全符合 詳細好理解",1,0,0
沒有符合JavaDoc規範,1,1,0
不符合JavaDoc ，可以去看助教第41頁,1,1,0
未寫,1,0,0
要用styel check來檢查,1,1,0
Dynamite,0,0,0
JavaDoc打完要句點，跟你被句點一樣,1,0,0
還是沒有補上註解喔~,1,0,0
OH YEAH!,0,0,0
很棒 註解都符合規範,1,1,0
讚 註解都符合規範,1,1,0
Good 註解有符合規範 內容可以改成跟程式碼相關的註解說明,1,1,1
main 的 JavaDoc 沒有解釋 String[] args 。,1,1,0
符合javadoc,1,1,0
你少打JavaDoc了喔,1,1,0
每個public都要有JavaDoc,1,1,0
JavaDoc不完整，還有漏掉的東西沒有寫,1,1,0
詳細的註解,1,0,0
uncompleted,0,0,0
註解清楚,1,0,0
"上面的Javadoc似乎想打雙引號 "" "" ，但你打成 : "" 了喔。",1,1,0
程式內無JavaDoc,1,1,0
很神奇地合乎規格...,1,0,0
很好 good,0,0,0
符合! 讚,0,0,0
是! 讚,0,0,0
意外的合乎規範 或許下次可以加個 @param,1,1,1
沒有寫Java Doc,1,1,0
每個class皆沒有寫JavaDoc,1,1,0
下次要記得寫，main與程式都要各一個,1,1,1
非常完美，沒有可以挑剔的，寫得很完整,1,0,0
寫得很好,1,0,0
撰寫的讓人容易理解,1,0,0
撰寫得容易理解,1,0,0
沒問題,0,0,0
記得寫Javadoc,1,1,0
沒有寫喔,1,0,0
註解符合Java Doc規範，也滿清楚的,1,1,0
註解有解釋清楚,1,0,0
main method 的 Java Doc 缺少輸入變數解釋,1,0,0
要寫JavaDoc喔><,1,1,0
請使用space代替tab,1,1,0
優,0,0,0
main 上面的註解少了 @param args,1,1,0
沒javadoc,1,1,0
"JavaDoc不完整，還有漏掉的東西沒有寫
可以對照物件導向設計實習- 4 的第41頁",1,1,1
有寫JavaDoc，讚讚,1,1,0
有補上JavaDoc了，讚讚,1,1,0
沒有加註解,1,0,0
還是沒有javadoc,1,1,0
還是缺少Javadoc,1,1,0
給過 太狠了,0,0,0
"HelloWorld 下面要加一下註解 
/**
*
*@param args (這裡加變數說明)
*/",1,1,1
否，缺少Javadco,1,1,0
目前最棒的一個！,0,0,0
有的~,0,0,0
是 達到符合javadoc標準,1,1,0
是 符合javadoc標準,1,1,0
不符合JAVADOC要求,1,1,0
全部都有完整完成,1,0,0
是，很完整,0,0,0
作業未完成,1,0,0
Java file outside of source root,1,1,0
是，寫得很棒~,0,0,0
code完全空白，未完成作業!,1,0,0
執行結果有符合題目要求，但變數過多，題目只要求三個,1,1,0
是，變數也無過多情況,1,0,0
執行解果符合，但變數設置太多,1,1,0
"第一題輸出為 “Hello ANDY !” ， """"上下引號需補上",1,1,0
"要印出“Hello ANDY !” ，不是""HELLO ANDY""
還有多了一個string.java的檔案",1,1,0
很棒 (但第一題的 ! 前少一個空格),,,0
要印出“Hello ANDY !”，不是HelloANDY!,1,1,1
"第一題 ! 前的空格""可能""要印出來
第二題的第18行改用""split""把句子分成一堆單字存在陣列中，再印出陣列中的該目標，或許會比較符合題目要求",1,1,1
有 排版很漂亮,1,0,0
有喔,0,0,0
什麼內容都沒有,1,0,0
沒有內容,1,0,0
第一題沒有輸出,1,1,0
是，做得好java人,0,0,0
"題目要求為： ""Hello ANDY !""
你的輸出為： ""Hello ANDY""",1,1,0
第二題的index of last 'n' : 為59、以及Computer少一個r,1,1,0
"是，非常遺憾的我的眼睛不好，剛好沒注意到你的""Hello ANDY!""驚嘆號前忘記加空格了。
但我也是真不知道這有沒有必要改對還是錯，有異議就去問老師，我不是老師我不會改。",1,1,0
沒有完成,1,0,0
是，很棒喔,0,0,0
沒有印東西出來喔,1,0,0
完全符合,1,0,0
完全符合要求,1,0,0
完全符合，讚讚~,1,0,0
完全正確!很棒!!!!!!!!,1,0,0
"第一個作業是要輸出 ""Hello ANDY!""  少輸出了 "" """,1,1,0
"第一題：要輸出""Hello ANDY !""，不是Hello ANDY !
第二題：先印出index of last 'n': 59，再印出Computer，順序反了",1,1,1
是的，符合預期,1,0,0
第一題少了空格,1,1,0
goooooood,0,0,0
符合 Good,1,0,0
完美!,0,0,0
第一個無法執行 第二個是空的,1,1,0
Perfect !!!,0,0,0
"第一題的輸出左右要加 "" "" ",1,1,0
Good 都有符合題目要求,1,0,0
Good 都符合題目要求,1,0,0
有達到要求,1,0,0
有達到，寫得很好,0,0,0
greet的hello不需換成大寫,1,1,0
兩個檔案皆沒有達到題目要求,1,1,0
是，有符合題目要求,1,0,0
輸出正確,1,1,0
"輸出少了“”
",1,1,0
都有符合題目要求,1,0,0
第一題題目只要求宣告一個變數,1,1,0
全都符合題目要求,1,1,0
ANDY!後面要加空白,1,1,0
第1題的輸出是“Hello ANDY !”不是Hello ANDY !,1,1,0
是，你超棒！,0,0,0
是，你超棒！感覺是學過 java 的人,0,0,0
是的，你超棒！,0,0,0
有符合，讚讚,0,0,0
讚！,0,0,0
有的～,0,0,0
要記得寫作業喔><,0,0,0
超級棒!!連空格那些都有符合要求,1,1,0
"第一題沒有""　！＂
第二題甚至空白＝＝",1,1,0
有印出要求字串,1,1,0
"Greet:輸出不符合標準
StringOperation:index of last 'n'輸出多一個空格 ",1,1,0
"Output need to be quoted by """"",1,1,0
Greet.java : spacebar is between ANDY and !,1,1,0
StringOperation.java的length打成lenth了,1,1,0
"是,非常棒",0,0,0
是 非常棒,0,0,0
多一個檔案,1,0,0
有達到,0,0,0
第一題是要印 “Hello ANDY !”,1,1,0
有符合題目的輸出要求,1,1,0
符合題目的輸出要求,1,1,0
第二題第二小題顯示字串長度59的前面沒有依據題目要求有一個空格哦,1,1,0
執行結果符合，但變數設置過多,1,1,0
執行結果符合，但變數個數未達到要求,1,1,0
執行結果皆符合，但Greet變數未符合,1,1,0
"以下為你的 第二題 輸出：
Hello 
""Class""
14;9;true;true
HeLLo 
""CLass""",1,1,0
"1. 你的輸出為""Hello ANDY"", 題目為""Hello ANDY !""",1,1,0
SringOperation.java的檔案上傳成課堂上練習的東西了。,1,1,0
"""""上下引號未補上",1,1,0
否 不能跑程式,1,0,0
否，程式無法跑,1,0,0
是的，符合題目要求,1,0,0
沒有符合題目要求，內容空白,1,0,0
完全符合題目要求,1,0,0
Perfect !,0,0,0
完美 !!!,0,0,0
GOOD!,0,0,0
是，輸出結果符合題目要求,1,0,0
是，題目輸出符合要求,1,0,0
是，輸出結果符合標準,1,0,0
是 有完成,0,0,0
完成的不錯,1,0,0
Greet的輸出要在ANDY後面加上一個空格和驚嘆號,1,1,0
是的，符合,1,0,0
符合！,1,0,0
是的，超棒！,0,0,0
有印出指定字串,1,1,0
問題已修正,1,0,0
好棒,0,0,0
強喔,0,0,0
是，有完成，很棒！,0,0,0
符合，很棒,1,0,0
符合，寫得很好,1,0,0
很棒 都有符合要求,1,0,0
很棒 都有符合題目要求,1,0,0
"第一題的Hello ANDY還是沒有改成“Hello ANDY !”
第二題的題目是拆解sentence為單字並在console印出""Computer""，並非使用BOOLEAN來對照是否相同，應該使用SPLIT",1,1,1
第一題“Hello ANDY !”  但你的是HelloANDY!,1,1,0
是的!,0,0,0
是的!讚喔,0,0,0
"第一題：要輸出""Hello ANDY !""，不是Hello ANDY ! 
第二題：先印出index of last 'n': 59，再印出Computer，順序反了",1,1,1
還是讚,0,0,0
greet檔的“Hello ANDY !”缺標點符號,1,1,0
不錯哦 666,0,0,0
有整齊，讓人方便閱讀,1,0,0
排版整齊乾淨，有適當分行,1,0,0
整體來說還行，但分行地方有些凌亂,1,0,0
排列整齊，容易觀看,1,0,0
Greet.java 中 System.out.println() 最後一個+號後要空一格,1,1,0
妥妥的,0,0,0
理解很清楚,0,0,0
閱讀很清楚喔,0,0,0
每行註解前記得要空格，否則Google Checks會錯,1,1,0
排版整齊，清楚明瞭,1,0,0
非常整齊、清楚,1,0,0
排版很整齊~一目了然!讚讚,1,0,0
"第一題：第10行的等號前後要加空格、第14行的加號前後要加空格
第二題：第六行字數超過100字、第21,22行的註解跟分號中間應有空格",1,1,0
"第二題：等號和小於前後應加空格、分號和逗號後面應加空格、for和if後面應加空格、if需用大括號將內容括起、大括號與小括號之間應有空格、變數index,reaplaced聲明和第一次使用距離太多行。
繳交前可以先用CheckStyle確認。",1,1,1
有的~很整齊,1,0,0
排版乾淨整齊,1,0,0
完美 !,0,0,0
Good 排版整齊,1,0,0
Good 排版很整齊,1,0,0
沒有內容，故無法判斷,1,0,0
縮排格式有誤，不是4格，應為2格,1,1,1
排版整齊、工整方便閱讀,1,0,0
排版整齊方便閱讀,1,0,0
算整齊,1,0,0
Greet 檔案的排版為四個空格，不符合Google coding style,1,1,0
但是第十行的=旁邊要各空一格,1,1,0
個人建議每行或段落之間可以有空行，比較不會看起來擠在一起ㄛ,1,1,1
是的，還會在每行打上解釋程式碼的註解很棒！,1,1,0
是整齊的,1,0,0
"有的～～
",0,0,0
超整齊,1,0,0
"第一題符合
第二題空白",1,1,0
空格不符合google 規範,1,1,0
StringOperation.java每行開頭的空格數不符合Google CheckStyle,1,1,0
"是,完全符合google java checks的要求",1,1,0
Greet +少空格,1,1,0
整齊!,0,0,0
排版整齊，方便閱讀,1,0,0
排列整齊，有適當分行,1,0,0
是，排列整齊，能夠理解,1,0,0
排版整齊，容易閱讀,1,0,0
縮排錯誤,1,0,0
"Greet.java的14,15,16行的replace的括號裡的逗號後要有空格。
StringOperation每行縮排空格數應為Space，不是Tab。",1,1,0
是的，排版整齊乾淨,1,0,0
是的，排版整齊,1,0,0
是的，,0,0,0
內容空白無法判斷,1,1,0
簡潔整齊,1,0,0
整齊 方便閱讀,1,0,0
排版整齊，但  ; 後面的註解要一個空格,1,1,0
是的，讚,0,0,0
是的，乾淨整齊！,1,0,0
空格的地方可以多注意,1,1,0
符號前後空格要注意一下,1,1,0
"1.Greet 縮排的格數有誤，應為2格，不是4格
2.StringOperation 中倒數四行程式碼的"",""前面不用空格
",1,1,1
很棒 很整齊,1,0,0
很棒 排版非常整齊,1,0,0
棒棒!,0,0,0
不會閱讀困難,1,0,0
"第一題：17行加號前後要加空格
第二題：25、26行的分號後面要加空格",1,1,0
"第二題：等號和小於前後應加空格、分號和逗號後面應加空格、for和if後面應加空格、if需用大括號將內容括起、大括號與小括號之間應有空格、變數index,reaplaced聲明和第一次使用距離太多行。 
繳交前可以先用CheckStyle確認。",1,1,1
是，完全符合,1,0,0
是，有適當的命名，不會不知道在做什麼,1,1,0
有達到標準喔,1,0,0
有喔 符合標準喔,1,0,0
沒有變數,1,0,0
是的，符合標準,1,0,0
Good 都符合標準,1,0,0
Good 命名都符合標準,1,0,0
第一個程式沒有用到'hello'這個字串 還是改一下比較好,1,1,0
都有對宣告的變數做初始化,1,1,0
宣告變數後有初始化,1,1,0
宣告變數後都有初始化,1,1,0
有符合標準,1,0,0
是的，很棒,0,0,0
是的，有符合,1,0,0
符合規範,1,0,0
是，但第一題變數內容與題目不符,1,1,0
是，但第二題變數名稱應為sentence而非sentance,1,1,0
宣告變數後有對變數做初始化,1,1,0
宣告變數時，都有做初始化,1,1,0
是，有符合命名，不會讓人看不懂再寫什麼,1,0,0
是，有適當命名，不會讓人看不懂,1,0,0
符合，很清楚在表達什麼,1,0,0
符合標準，表達清楚,1,0,0
否，第一個作業只要name這個變數,1,1,0
都有達到,1,0,0
是，變數命名符合標準,1,0,0
是的，讚讚,0,0,0
很棒 有符合標準,1,0,0
很棒 都有符合標準,1,0,0
"有喔
",0,0,0
"符合
",1,0,0
"類別命名需要每一個單字的首字母都採用大寫字母
第二題的Stringoperation的o要改大寫",1,1,0
棒棒,0,0,0
"完美 !
",0,0,0
符合規定,1,0,0
"是的，讚！
",0,0,0
有～,0,0,0
符合變數的命名標準,1,0,0
符合類別命名標準,1,0,0
第二題的類別Stringoperation的o未改大寫,1,1,0
是，類別命名符合標準,1,0,0
超讚,0,0,0
是，有適當的命名,1,0,0
好讚,0,0,0
uppercase 要改成 upperCase 應該才會符合老師標準,1,1,0
第一個作業的 uppercase 要改成 upperCase,1,1,0
符合貴定,0,0,0
很標準,1,0,0
符合鰾準,0,0,0
是，有符合命名,1,0,0
是，有適當命名,1,0,0
是，方法命名符合標準,1,1,0
是，有撰寫javaDoc,1,1,0
是，撰寫完整且讓人容易理解,1,0,0
"作業未完成
",1,0,0
Greet那個作業缺少javaDoc,1,1,0
JavaDoc清晰易懂喔,1,0,0
有，但是JavaDoc內容過於簡略,1,0,0
是，有合適註解，沒有過於簡短的問題,1,1,0
註解內容適中，不會太過簡短,1,1,0
第二個JavaDoc裡面要加上  @param args (參數解釋),1,1,0
2個JavaDoc有錯字(practicing打成praticing),1,1,0
"不錯，但第二題第7行的 ""@ param args"" 如果用 ""@param args args"" 會有問題，使用自動縮排就可以解決格式上的問題嘍~",1,1,1
好好好,0,0,0
StringOperation.java的JavaDoc的第一句少一個句點,1,1,0
棒棒讚讚，建議補個 @param ...,1,0,1
"Greet :  第一行的註解少了一個句點、@param前面要空一行
StringOperation : @param前面要空一行",1,1,0
我理解！,0,0,0
"Google check 回傳：
1. First sentence of javadoc missing the end period.
   -> class object 和 method 上的第一段描述結尾要加上英文的句點
2. Javadoc tag '@param' should be preceded with an empty line.
   -> @param 上一行要為空行，小心一個space也不能有，不然也會被google check所檢查",1,1,1
第一題Javadoc放錯位置(1:1)、缺少Javadoc(7:1)，而且@param之前需要一個空格(10:0),1,1,0
"Google check 回傳:
1. First sentence of javadoc missing an ending period.
   -> class 或 method 的開頭描述結尾要加上句號
2. javadoc tag ""@param"" should be preceded with the empty line.
   -> @param 前一行要為空白，如果多一個space也會判定為錯誤",1,1,1
兩題都缺少Javadoc,1,1,0
javadoc放錯位置喔,1,1,0
符合，讚讚!,1,0,0
符合，讚讚,1,0,0
google checks 沒過喔 縮排是兩格而已,1,1,0
註解非常詳細 讚!,1,0,0
兩題的main皆沒有Javadoc,1,1,0
兩題皆沒有傳入參數的說明,1,1,0
是的，符合規範,1,0,0
第二題的javadoc有少了一個.,1,1,0
兩題都少了JavaDoc喔,1,1,0
符合且清楚,1,0,0
是的，符合標準且清楚的表示,1,0,0
第二份沒寫,1,0,0
全部都沒有Javadoc,1,1,0
Good 註解都符合規範,1,0,0
JavaDoc編寫完善,1,1,0
我不知道這樣打會不會怎樣，但我還是讓你過,1,0,0
只有main方法有，類別沒打,1,1,0
符合規範，寫得很清楚,1,0,0
符合規定，寫得很清楚,1,0,0
第二題Main裡面的JavaDoc可以再寫詳細點點,1,1,0
有符合規定,1,0,0
沒問題，但javadoc只有句號,1,1,0
沒有用到java doc,1,1,0
"沒問題，但第二題印出computer能寫sentence.substring(28, 36)",1,1,0
有符合規範,1,0,0
main上沒有@param args 的註解,1,1,0
main上面沒有@param args的註解,1,1,0
第1題的main上面沒有@param args的註解,1,1,0
"main 缺少JavaDoc 
JavaDoc 應該使用中文寫",1,1,0
是，都有符合！,1,0,0
是的，都有符合！,1,0,0
"1. 應加上類似這樣的註解
/**
 * This is a StringOperation demo class.
 */
public class StringOperation {
/**
   * This is the main method.
   *
   * @param args output 指定句子.
   */
...
}
2. 程式碼與註解間應至少加上一個空格
3. System.out.println(""length: ""+ len);   --> System.out.println(""length: "" + len);
4. String sub = sentence.substring(28,35);  --> String sub = sentence.substring(28, 35);
     String replaced = sentence.replace(""e"",""1"");  --> String replaced = sentence.replace(""e"", ""1"");",1,1,1
有符合，讚讚，但不用每句都註解,1,0,1
沒有使用到java Doc,1,1,0
有用到javaDoc 並且命名正確,1,1,0
棒!寫得很詳細,1,0,0
棒!詳細,1,0,0
"註解沒有解釋到程式
第二題甚至沒有註解喔
",1,1,0
Javadoc忘記打了ㄛ !,1,1,0
有寫JavaDoc,1,1,0
Greet:Checkstyle結果為缺少JavaDoc,1,1,0
no JavaDoc written on main() function,1,1,0
@param 前面要空一行,1,1,0
註解結尾需要有句點，不然會不符合Google CheckStyle。還有Greet.java的@param上面要空一行,1,1,1
是 但可以再寫得更加詳細一點,1,0,0
是 而且寫得超詳細 超認真的,1,0,0
String少句點,1,1,0
建議可以上網查找正確的 javadoc要怎麼寫，現在寫的是把每行程式碼的功能寫出來而已,1,1,1
第一題@param前面應有空行,1,1,1
有符合標準，註解寫得很詳細，可以把註解寫在那行˙程式碼後面比較方便閱讀,1,1,1
在我這邊只有你的註解會出現亂碼，可能要檢查一下問題出在哪裡,1,1,1
main內沒有寫上註解,1,1,0
沒有題目為何這樣編寫的註解。 ex：地迴，第幾題,1,1,0
沒有寫對題目的註解，題2的第3第4小題顛倒順序無備註,1,1,0
沒有寫。,1,0,0
greet的main上面沒有@param args的註解,1,1,0
greet的main上面沒有@param args註解,1,1,0
有，皆有註明,1,0,0
是，皆有註明，能夠理解,1,0,0
是，有適當註明，能夠容易理解,1,0,0
",' 應有空格",1,1,0
@param 前面需要一個空行,1,1,0
"第一題：
google check回傳：' , ' is not follow by white space.
-> 括號中逗號後要有一個空白
String replaced1 = name.replace(""n"",""N"");
String replaced2 = replaced1.replace(""d"",""D"");
String replaced3 = replaced2.replace(""y"",""Y"");

第二題：
-> identation 錯誤, 應為2格, 你的為4格
-> class沒javadoc
-> method的javadoc第一行敘述後沒有句號
-> 參數逗號後要空一格
-> '+' 前要空一格
",1,1,1
"class javadoc第一行敘述後沒有句號, @param上一行應為空一行",1,1,1
@param 缺少空行,1,1,0
註解寫得很清楚,1,0,0
"Greet.java的第二個註解少一個句號。
StringOperation.java的註解少一個，有寫的註解少了句號。",1,1,0
易懂,1,0,0
是的，符合規範且撰寫完善,1,0,0
超好,0,0,0
是，經由checkstyle檢查後無異狀,1,0,0
是，經checkstyle檢查後無異狀,1,0,0
是，方便閱讀,1,0,0
第一題Javadoc註釋放錯位置(1:1)、缺少Javadoc(7:1)、@param前面要一個空行(10:0),1,1,0
第一個(Greet)沒有JavaDoc,1,1,0
@param前面要一個空行、還有Javadoc打完要記得加逗號,1,1,0
Greet : Javadoc的第一個註解要加句點、@param前要空一行  ;     StringOperation :  @param前也要空一行,1,1,0
是的，都有符合,1,0,0
是的，都有符合！！,1,0,0
"兩個的縮排應為兩個空格  ,逗號前不能有空格",1,1,0
Greet.java 缺少 JavaDoc,1,1,0
缺少 JavaDoc,1,0,0
沒問題，但intelliJ不能跑,1,0,0
Pass，但有錯字,1,0,0
無JavaDoc,1,0,0
"1.Greet class 缺少 javadoc
2.StringOperation class 的javadoc少打一個*，""String Operation Practice""少加了句點.
3.StringOperation main 的javadoc不完整",1,1,0
很棒 有符合規範,1,0,0
很棒 都有符合規範,1,0,0
有有有,1,0,0
"pass
",0,0,0
兩題都沒有撰寫JavaDoc喔,1,1,0
符合! 明瞭,1,0,0
兩題的main的JavaDoc放錯位置,1,1,0
非常棒 很完整,1,0,0
main function 的javaDoc 寫錯位置 要寫在main function pubic那行的上面，且javaDoc請盡量用英文寫,1,1,1
輸出都對只是在printf的地方多了一個換行,1,1,0
不是印Hello world,1,1,0
沒寫作業,1,0,0
輸出完全符合題目要求,1,1,0
你的program把不符合值採計了，所以平均值也會被影響噢,1,1,0
繳白卷了,0,0,0
無須輸出各項成績，請將第25行註解掉,1,1,0
符合目的,1,0,0
Average沒辦法輸出float,1,1,0
未完成,1,0,0
總共成績要五個 不是輸入五次，有錯誤的成績不能列入計算,1,1,0
應該是用switch判斷成績，而不是先用if判斷，程式執行效率可能有差,1,1,1
"line51:System.out.printf(""Score Average: %.2f"" + average); 
MissingFormatArgumentException, should replace '+' with ','",1,1,0
輸出最後面沒有換行喔,1,1,0
皆有符合題目需求,1,0,0
無作業,1,0,0
是，有達到題目需求,1,0,0
恩恩 不錯哦,0,0,0
"有符合題目要求
",1,0,0
output 的平均數小數點後兩位有錯,1,1,0
棒棒！,0,0,0
有印出要求的字樣,1,0,0
最後平均輸出沒有到小數點後第2位,1,1,0
否，此人沒寫作業,1,0,0
題目輸出符合要求,1,0,0
是的，恭喜！,0,0,0
輸入-5後會直接輸出平均，結束程式，應該要讓使用者重新輸入成績。,1,1,1
輸出結果符合要求,1,1,0
是的，恭喜！！,0,0,0
沒做作業,1,0,0
沒有照題目所需輸出到冒號。,1,1,0
不需要再輸出一次成績,1,1,0
割你裡面沒東西,0,0,0
"最後多了個空行：
println 應改為 printf",1,1,0
輸入 -5 時會是錯的,1,1,0
有的!完全符合,1,0,0
平均分數無法輸出,1,1,0
