text,relevance,concreteness,constructive
輸出結果沒有輸出Game over，而且沒有將每次的猜拳結果存入字串陣列,1,0,0
記得寫作業~,1,0,0
你的Game.java沒有東西,1,0,0
你完全沒寫作業,1,0,0
同學忘記寫作業囉,1,0,0
Game tie 没有.,1,0,0
輸入錯誤時只需重新輸入那一個不用全部重新輸入,1,1,0
"一開始運行程式的第一個print不是re-enter
記得加上句號！",1,1,0
Code似乎沒寫完ㄟ..至少我這裡無法執行,1,0,0
"compare方法題目要求系統生成之手勢與使用者輸入之手勢比較結果存入「字串陣列」中，比較勝利次數再回傳""You win!""/ ""Game tie""/""You lose!""
最後的Game over要加上"" . ""
",1,1,1
程式跑不了,1,0,0
"re-enter inputs應該是重新輸入全部吧
main.java裹的縮進符要記得改喔",1,1,1
假如打錯，應要重新讓使用者輸入三個,1,1,1
同學你的code似乎會有無限game tie 的狀況,1,1,0
第一次輸入時顯示的字樣應是Please enter your gestrue. 而不是re-enter 其他沒有問題,1,1,0
"compare沒有將每輪系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中
然後Game tie 後面沒有 ! 喔~",1,1,0
re-enter inputs應該要重新輸入全部吧,1,1,0
正確的應該是scissors 而不是scissor,1,1,0
三個檔案都空白,1,0,0
沒有寫code,1,0,0
"平手的print是Game tie不是You tie
輸入錯誤一個只有那個要改好像不用全部重新輸入",1,1,0
是 完全沒問題,1,0,0
Game tie沒有正常輸出,1,0,0
Please enter your gesture 和 Please re-enter your gesture 沒加句號,1,1,0
VERY  GOOODO,0,0,0
未上傳到Gesture類別QQ,1,1,0
程式無法執行，game.java 沒有startGame和compare的函式,1,1,0
"white
",0,0,0
輸入多次Stone卻都是Game tie， 進入無限死迴圈,1,1,0
輸入錯誤之後重新輸入三次沒有跑出結局,1,1,0
不符合題目要求,1,0,0
"1. startGame方法中的j永遠都是=1，所以電腦隨機生成Gesture永遠都是paper/paper/paper   
2. compare方法中判斷輸贏是錯誤的   
3. 回傳結果為""You win!""和""You lose!""都要輸出""Game over.""，只有""You win!""符合   ",1,1,0
檔案沒辦法跑,1,0,0
"Game tie 之後應該要再印出""Please enter the gesture""，且僅有當遊戲結束才印出""Game over.""，平手後不用印。判斷是否為平局須看三次的結果，而非最後一次，程式需修改。當第一次就輸入錯誤時，i會變成 -1 導致傳入compare會出現""java.lang.ArrayIndexOutOfBoundsException""錯誤。",1,1,1
"打stone都game tie並非隨機gesture
",1,1,0
沒有print出結果,1,0,0
輸出錯誤，你compare方法裡的 else if (arr1[i] == Gesture.scissors && arr[i] == Gesture.stone) 應該是lose++ 而不是 win++,1,1,0
"1. ""You lose""少了""!""
2. 每輸入一組猜拳只要印出第一次的""Please enter your gestures.""，不用每次都印出",1,1,0
兩次平手之後會變成game over,1,0,0
平手後即結束遊戲，需迴圈直到有勝負。win lose 的判斷有問題，可能需要debug 一下，有時stone vs stone 會有win++的問題,1,1,1
輸出結果符合題目要求,1,0,0
沒寫(是沒上傳到嗎@@),1,0,0
輸出輸出結果符合題目要求,1,0,0
符合!,1,0,0
"1. 如果平手輸入一樣的會一直平手
2. 題目要求Game裡的成員變數要用private
3. 題目要求記錄勝負的陣列是用字串型別不是整數型別",1,1,0
遊戲結束少印出 Game over.,1,1,0
題目要求Game裡的成員變數要用private,1,1,0
empty,0,0,0
你沒有print game over,1,1,0
我第一次測試就出錯，但是之後除了出錯外，也有成功出現勝利、失敗、平手，我只能說非常神奇!!!,1,1,0
作業未完成 main檔錯誤無法執行,1,1,0
否 平手後無法繼續執行,1,1,0
否 第一次應該是enter 不是re enter,1,1,0
助教 有說過switch不能以較新版本的寫法 這樣我沒辦法執行程式,1,1,0
我把你random出的手勢輸出，再根據必贏的手勢輸入，但是依據you lose。你compare的部分有錯誤，玩家贏的時候fin沒+1，所以一直輸，除非全部平手。,1,1,0
若輸入過程中有誤，讀取會有問題,1,0,0
若輸入錯誤要三個全部重輸 ( i--要改掉 改成 i = 0 ),1,1,0
Good都符合,1,0,0
否，請輸入的字樣只需要出現一次。,1,0,0
"沒完成,沒出現Game tie",1,1,0
同學，你沒有寫完,1,0,0
與程式要求不符合(game函數多了一個getSysGesture、要求輸入時並不是輸出三次敘述),1,1,0
一大堆問題，請按照題目要求,1,0,0
如果輸入有問題是要三個gesture都重新輸入,1,1,0
系統並非隨機生成猜拳手勢，輸入固定組合會得到相同結果,1,1,0
"輸入第二或三個不符合猜拳手勢時，須全部重新輸入，且顯示""Please re-enter the gesture""時，下一行又顯示Please enter your gesture.",1,1,0
compare要回傳String[]才行，然後要在Main檔裡面判斷後輸出遊戲結果，不要懷疑，因為我一開始也是跟你寫一樣概念，問了助教也被要求要改了，很白癡的題目，所以請更正吧,1,1,1
有個地方錯了 你的程式寫法是贏一場平手 贏兩場算贏 都沒贏算輸 但是一場贏一場輸一場平手是算平手的 而三場都沒贏也有可能是三場都平手,1,1,1
後半段未完成,1,1,0
第二個手勢輸入錯誤後 重新輸入只輸入兩個手勢就跳出結果,1,1,0
"否，缺少Gesture.java檔以及Game tie的字樣會一直被印出來。當雙方平手時，並不會出現""Please enter your gesture.""的字樣且每回合的結果都是Game tie，並不會出現""You win!""或是""You lose!""的字樣。而且，不會有遊戲結束的時候。",1,1,1
"否，當遊戲結果為輸時，回傳的結果是""You lose!""，而不是""You Lose""，少了驚嘆號及字母L應為小寫。還有""Please enter the gesture""和""Please re-enter the gesture""，均缺少了句點。",1,1,0
輸入固定手勢組合，皆會得到相同結果，系統並未隨機生成手勢,1,1,0
"輸入第二或三個錯誤手勢時，須接著輸入，而非全部重新輸入，且顯示""Please re-enter the gesture""時，下一行不應再顯示Please enter your gesture.",1,1,0
"1. game tie 的時候會一直game tie下去, 2.  且如果輸入錯誤re-enter gesture的時候輸入次數有問題",1,1,0
最終輸出應由Game.java回傳結果給Main.java，而後交由Main.java輸出結果,1,1,0
結果皆有符合題目需求,1,0,0
題目只要求重置輸錯的那次，而不是重新輸入三次,1,1,0
無程式碼,1,0,0
是  有完成,1,0,0
"1. 成員變數要private
2. 勝負要用字串存",1,1,0
題目寫將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中,1,1,0
"沒寫code
",1,0,0
平手判定有問題，如果我瘋狂出一樣的拳，只要一次平手之後，就會永遠的跟電腦平手,1,1,1
未上傳到Gesture類別twice QQ,1,1,0
輸入錯誤只需從輸錯誤的那個就好 不用全部重新輸入,1,1,0
輸入的部分沒有寫好喔，如果輸入太多次會判斷錯誤。使用者要能夠輸入三種手勢,1,1,1
什麼都沒寫,1,0,0
輸入格式有誤喔，範例是一次輸入三種手勢，不用在每次輸入前都印出please...,1,1,0
程式能跑，但 Game.java要長度為三的Gesture陣列，不知道為什麼程式是長度四的陣列,1,1,0
分出勝負以後遊戲沒有結束,1,1,0
只讀了一個就輸出結果了,1,1,0
分出勝負後沒有結束遊戲,1,1,0
應讀入三個手勢後，再輸出勝負,1,1,0
創建電腦手勢時，其中的switch 未加break，導致電腦只會出三個剪刀,1,1,0
"否，第一次輸入是enter 不是 re-enter
",1,1,0
重新輸入是3個都要重新輸入喔(不管前面輸入了多少個正確的字串)而且輸入的字串錯誤時要回傳Please re-enter your gesture,1,1,0
不符合，輸入錯誤的話應該要立刻就重新輸入才對,1,1,0
平手後輸入同樣的就會一直平手,1,1,0
符合目的喔,1,0,0
Game.java中的startGame()是要一次生成三個隨機手勢，不是在Main.java裡呼叫三次startGame,1,1,0
輸入的格式不符合老師要求，是Game over.不是game over,1,1,0
輸入是輸錯一次就要重輸不是三個輸完才重來，且有輸錯重來後就算輸入都對也跳不出迴圈，會一直要求重新輸入,1,1,0
"無法執行，且game.java中第45行應為"";""而不是""；""，還有陣列大小設定錯誤(在game.java第13行，亂數那行有問題，導致產生的數字大於陣列大小)",1,1,1
"遊戲結果的判斷是依據三場的勝負決定，
目前的寫法依舊是判斷最後一場，
可以把程式碼改成讀取完三筆正確輸入，
再將array 傳入compare function，
這樣也不會有i 小於0而出現""java.lang.ArrayIndexOutOfBoundsException""的錯誤，
在compare function 裡面寫個for 迴圈就可以了。
至於Game tie 之後應該要再印出""Please enter the gesture""，
可以嘗試用do...while 來解決。 加油dowob",1,1,1
main.java裹的縮進符要記得改喔,1,1,0
有時輸贏判斷會錯誤,1,0,0
你wrongInput 在進while迴圈時，要改成false，不然出現重新輸入時就會有無限迴圈的問題,1,1,1
認真點,0,0,0
雖然最後的樣子有符合，但題目有要求在compare方法裡要將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中，還有在Main.java中呼叫物件的compare方法，傳入使用者猜拳手勢陣列並輸出回傳結果。抱歉第一次沒檢查到。,1,1,0
符合 !,0,0,0
某些情況會印出數字,1,0,0
code沒辦法跑,1,0,0
re-enter會存到之前的結果,1,1,0
Game tie的時候要重新產生一組亂數，讓電腦產生新的一組猜拳,1,1,0
都符合,1,0,0
"題目：將系統生成之手勢與使用者輸入之手勢相比較並""將結果存入字串陣列中""，這邊只有回傳相比較後的結果，沒有將結果存入另外的字串陣列中//Main檔中 題目：將輸入的猜拳字串""轉換為Enum型態並存入陣列
，其陣列儲存的資料型態須為Gesture""，我沒有看到main檔裡有Gesture的資料型態//另外題目：呼叫物件的compare方法，""傳入""上述使用者猜拳手勢陣列並輸出回傳結果，這邊您並沒有傳入的動作

",1,1,0
"重新輸入 應該是指 該次錯誤重新輸入 不是全部重計
然後在印出""Please enter your gesture"" 應該換行",1,1,1
"沒有符合""將系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中""",1,1,0
"compare方法中，系統生成之手勢與使用者輸入之手勢相比較之後結果要使用字串陣列保存
且開始程式的第一次提示不是re-enter而是enter",1,1,0
還是沒有程式碼,1,0,0
game tie後就game over了,1,1,0
輸入錯誤不會清除之前的值 而是直接繼承下去,1,1,0
輸入錯誤時 要將上次輸入的值清除或覆蓋 不是繼承到下次輸入,1,1,0
沒寫作業喔,1,0,0
應該拉,0,0,0
compare方法沒有將比較結果輸入字串陣列中。startGame方法中的switch沒加break和default導致輸到sArray的值都是Gesture.scissors以至於不會隨機。,1,1,0
compare沒有將每輪系統生成之手勢與使用者輸入之手勢相比較並將結果存入字串陣列中 然後Game tie 後面沒有 !,1,1,0
空白,0,0,0
compare方法沒有將比較結果輸入字串陣列中。,1,1,0
輸入錯誤的話重輸入一個就好，不須重輸三個(有問過助教)。,1,1,0
輸入錯誤手勢的提示訊息錯誤,1,1,0
痾...你的compare是不是沒改，還是回傳boolean ，但題目要求要回傳String[],1,0,0
題目要求compare要回傳是String[] 而不是String,1,1,0
compare 要回傳String[]才行,1,1,0
應該是沒寫啦,1,0,0
應該是沒寫,1,0,0
"使用 google check style 會出現很多問題，像是for (int i ...)，""for""與""( )""中間要隔一個空格",1,1,1
排版整齊，但程式未完成,1,0,0
排版整齊，容易理解,1,0,0
排版不整齊，大括號與大括號之間空了好幾行，應該把空行去除。,1,1,0
Main.java第5行要空格,1,1,0
沒內容,1,0,0
大致整齊，把type去掉就更棒了,1,0,0
整齊易閱讀,1,0,0
"否，Google Checks 有地方有錯
",1,0,0
你沒寫所以就沒有錯,1,0,0
有30個error,1,0,0
check style 沒過,1,0,0
還行,0,0,0
"沒寫

",0,0,0
做得好java人,0,0,0
沒有使用googlecheck來檢查，有極多錯誤，其中包含空格的位置,1,0,0
Main.java 跟Game.java沒排版,1,1,0
只有Main的排版符合Google checkstyle的標準,1,1,0
Main ，Game裡面有數個未有適當的空格，同時也有多餘的空格,1,1,0
Your Main.java is purely clean.,1,1,0
Main.java 24行 if 後應有一個空格 和括號後也應有空格,1,1,0
white,0,0,0
switch的打法錯誤，建議將case 2改成default或是default中的內容清除只留下break,1,1,1
Game.java 有9項不符合Google Java Style規範,1,1,0
Good整齊,1,0,0
Game類別:第74、76和79行的格式錯誤,1,1,0
排版不整齊，大括號與大括號之間的多個空行應去除。,1,1,1
都沒寫,1,0,0
沒寫code,1,0,0
Gesture.java 與Game.java 中有很多項未符合Google check style,1,1,0
Main.java的第8行，*號後只需空一格，請與第10行排版一致。,1,1,0
game.java第38.39行if縮排錯誤,1,1,0
縮排有誤喔,1,0,0
"Main.java 第四行後應有一行空行，，第18行大括號與註解間應有一個空格，第23行if後與大括號前少各一個空格 Game.java 第5, 6, 14, 36行後應各有一空行，第21, 23, 25 分號與註解間應有一格空格",1,1,1
符合Google Style規範,1,0,0
否，Google Checks 有地方有錯,1,0,0
整齊!整齊!,1,0,0
Game.java 的第38、39行縮排要在37行的if後，正確的話要像42、43行一樣,1,1,0
String input 忘記初始化,1,1,0
google check 有顯示if後面要空格。,1,0,0
check style沒過,1,0,0
不太確定 你使用的版本好像跟我不同，我沒辦法跑check style,1,0,0
Game類別中有許多缺少或多餘的空格。建議先用Google Checks測試過。,1,1,0
checkstyle 沒過,1,0,0
Main.java 第26行，input需初始化,1,1,0
"Game class裡的double n沒有初始化
Main裡的gt命名改成有意義單字
",1,1,0
有符合變數命名,1,0,0
是的，符合撰寫標準。,1,0,0
"Main.java第12行，「Game.compare(Gesture.scaner);」Gesture.scaner有誤，
並且scaner這個變數並未宣告。",1,1,0
有符合Google Java Style規範,1,0,0
"沒寫
",1,0,0
符合，且有初始化,1,0,0
Game.java switch沒有定義default,1,0,0
命名符合題目要求,1,0,0
未使用,0,0,0
string陣列未初始化,1,0,0
"很棒
",0,0,0
Good符合,0,0,0
目前有寫到的是對的,1,0,0
沒用到,0,0,0
"變數命名正確
",1,0,0
是的，符合撰寫標準 。,1,0,0
main.java裡面第15行宣告i未初始化,1,1,0
沒用,0,0,0
main 的 i 沒有進行初始化。,1,1,0
Main裡的flag2沒有初始化。,1,1,0
Main 檔的String jout可以換更好的名字,1,1,1
有符合類別命名,1,0,0
類別，助教預設的,1,0,0
google 表示不開心,0,0,0
"類別命名正確
",1,0,0
有符合方法命名,1,0,0
沒有方法,1,0,0
符合方法命名標準,1,0,0
有符合lowerCamelCase,1,0,0
"方法命名正確
",1,0,0
startgame要改startGame,1,1,0
class Main與其JavaDoc應間隔一行,1,1,0
Game.java中的compare函式須加上@param和@return。Main.java中的main須加上@param,1,1,1
有點醜 但 check style 有過,1,0,0
Main.java中的main請加上@param。Game.java中的compare函式請加上@param和@return。,1,1,1
main 沒有JavaDoc。,1,1,0
不符合！,1,0,0
"Main.java, Gesture.java 缺少 javadoc",1,1,0
Game.java 沒有 JavaDoc,1,1,0
有符合JavaDoc規範，能理解該類別或該方法的規格,1,0,0
google check style 沒過,1,0,0
清晰易懂喔,1,0,0
javadoc也沒寫,1,0,0
gesture沒寫javadoc,1,1,0
你沒寫,0,0,0
enum沒有JavaDoc,1,1,0
不符合google checks,1,0,0
gesture.java 沒有做java doc,1,1,0
enum 那個沒有打JavaDoc,1,1,0
"三個檔案都沒有註解!
",1,0,0
只有Main有Javadoc,1,1,0
Main的javadoc有不符合的地方,1,0,0
startGame和computer的JavaDoc沒寫到@param,1,1,0
"OK
",0,0,0
Game類別中的compare方法的註解 要加一個@return 解釋回傳的值，雖然startGame方法中的radom樹已經固定了，但記得在swtich內加一個default，不然Check Style不會過,1,1,1
Game.java裡面有方法前面沒有空行喔,1,1,0
Main.java裡面註解縮排有錯喔,1,1,0
Main.java裡面if後面要有空格喔,1,1,0
注意一下game.java第30行要再多一個空行~~~,1,1,0
Javadoc符合規範,1,0,0
"""METHOD_DEF""前應該要有一個空白行。(30:3)",1,1,0
Game和Gesture類別有些地方沒有加空格。,1,1,0
"
JavaDoc有符合規範，能理解該類別或該方法的規格",1,0,0
同學，你沒有寫,0,0,0
是的，符合JavaDoc規範 。,1,0,0
Main class 不符合 google checks,1,1,0
Game class 被google checks 檢查出錯誤 At-clause should have a non-empty description.,1,1,0
Game.java中class的javaDoc應與前行的import隔一空行,1,1,0
註解有符合JavaDoc規範，能理解該類別或該方法的規格,1,0,0
javadoc不完整喔,1,0,0
Gesture.java 與Game.java 未寫JavaDoc,1,1,0
getIsTie函式須加上javadoc敘述及@return。compare函式須加上@return,1,1,1
Game.java中的第41、42行之間需多加一個空行，請利用CheckStyle確認。,1,1,1
Game和Gesture不符合，Game沒有依規定空格，Gesture沒有javadoc,1,1,0
很好~,0,0,0
@return 有非空說明,1,1,0
Game檔中的第42行註解，@param前應該要有前應該要有一個空行,1,1,0
compare(Gesture[] arrayPlayer)的JAVADoc要@param,1,1,0
應該使用/* 不是// 而且每個方法都該寫javadoc,1,1,0
Gesture enum沒有Javadoc,1,1,0
"Game, Gesture類別皆缺少JavaDoc。",1,1,0
沒寫到,0,0,0
輸出跟範例不一樣，範例在re-enter後還有一句enter,1,1,0
Game over.後須加上換行符號,1,1,0
一開始假如輸入3或5還是會叫我重新輸入,1,1,0
"Main.java中的第12、18、29、46、64、82、98行，每句句首字母皆須大寫，並且請在句末加上句號。局數輸入錯誤時，需輸出""Please re-enter game count.(3 or 5)""和""Please enter game count.(3 or 5)""共兩行。以上敘述可參考作業說明。
",1,1,1
"你 main method 的 if(count == 3) 跟 else 的最後，你println呼叫過一次play()，後面的if(generalGame.play(user).equals(""You win!"") || generalGame.play(user).equals(""You lose!""))又呼叫一次play()時，他會讓系統再重新生成猜拳手勢，跟使用者原本輸入的手勢，再去比較一次，導致輸出錯誤",1,1,1
"lose and win後要output gameover. 
advanced game 的使用者gesture輸入錯誤應該要重新輸入",1,1,1
猜拳的部分有錯，AdvancedGame.java 跟 GeneralGame.java 裡有自己跟自己比較的條件式,1,1,0
答案有符合題目需求,1,0,0
答案有符合題目要求,1,0,0
一開始沒有文字顯示要幾局,1,1,0
"GeneralGame.java 第7到9行會永遠為False，導致結果永遠不會有""Win""，原因是第6行的條件是""gestures[i] == temp""，若成立，到了第7~9行的if就不會成立，所以第6行應改為""if (gestures[i] != temp) {""，且Main.java第44、45行應該放在第29行for的迴圈外，也就是第46行的""}""下面，不然每次玩家輸入後，程式就會跑一次play()，但是play()應該要在玩家全部輸入完成後才執行的。第65、66行亦是如此。",1,1,1
平手應該繼續玩，而不是結束程式，且怎麼試都是平手,1,1,1
"(3 or 5)這邊多打了一個t, please enter your gesture. 不是 : 結尾, 當game tie 時, 不需重新輸入3 or 5, 而是直接重新輸入三個手勢",1,1,1
輸跟贏最後也要印出Game over,1,1,0
記得寫作業喔,1,0,0
平手後不會重來，且不管怎麼玩都是平手,1,1,0
若遊戲結果為平手則重複遊戲直到分出勝負,1,1,0
輸出跟範例不一樣，範例在[Please re-enter game count.(3 or 5)]後還有一句[Please enter game count.(3 or 5)],1,1,0
輸入及輸出結果符合要求,1,1,0
輸入及輸出符合要求,1,1,0
平手就直接結束了最後的判斷有問題,1,1,0
應該八,0,0,0
Game tie時直接結束了遊戲，題目需要直到分出勝負才能結束,1,1,0
Please re-enter game count.(3 or 5) 後面要緊跟著Please enter game count.(3 or 5),1,1,0
檔案開啟裡面除了助教他們預設的東西，沒有其他程式碼,1,0,0
輸入錯誤局數時，會多顯示一個輸入局數，建議保留重新輸入的顯示就好,1,1,1
局數如果不是3或5 會跑出re-enter 跟 enter,1,1,0
如果輸入手勢不符合，需重新輸入的話，也要能夠輸入正確count數量的手勢喔,1,1,1
沒有東西喔,0,0,0
沒有game over,1,0,0
太勇敢了哥/姊,0,0,0
"否，輸出的結果應該要沒有""""的出現以及缺少""Game over""的字樣。",1,1,0
"否，若回合輸入錯誤(不是3或5)的時候，除了""Please re-enter game count.(3 or 5)""的字樣以外，""Please enter game count.(3 or 5)""的字樣也會再一次被印出來。",1,1,1
什麼都沒有,1,0,0
"PlayGenerator.class沒有上傳上來，Main.class編譯執行會報錯(java: cannot find symbol
symbol: class PlayGenerator)",1,1,0
"若使用者贏得比賽的次數大於輸掉比賽的次數則回傳 “You win!”，不是""win""、等於則回傳 “Game tie”，不是""tie""、小於回傳 “You lose!”，不是""lose""

題目要求輸出play()的回傳結果要在Main裡，不是在AdvancedGame/GeneralGame裡",1,1,1
GeneralGame裡的play(Gesture[] user) 方法要覆寫父類別的 play 方法 ，所以method前面要加上@Override,1,1,0
1.不符合題目要求將每局比賽結果記錄下來 2.temp = newAdvanced.play(arr); 和temp = neww.play(arr);似乎是放錯位置了，如果這樣每回合皆會傳入相對應的類別中，造成電腦每回合產生不只一個隨機手勢(EX:總回合數為三的會進入GeneralGame3次，電腦總共產生9個隨機手勢) 3.generateGestureByRandom的random範圍應為三的倍數，才能夠平均分配，若範圍為1，產生paper的機率為0.34，較scissors(0.33)和stone(0.33)來的高,1,1,1
"1.舉例 result == ""Game tie""應改為result.equals(""Game tie"");
2.你的Main檔蠻多黃色警告的喔，建議可以檢查一下",1,1,1
"1.少PlayGenerator.java(已經確認好幾次了，感覺是沒有上傳成功!)
2.你的Gesture無法讀取!
",1,1,0
Didn't finish the homework,0,0,0
"The programm will error when I input 4 as game count twice.
",1,1,0
"GeneralGame.java 和 AdvancedGame.java 的共同錯誤：
在play方法中，手勢平手時，win=0是錯誤的（原因：假設要比3場，前2場使用者贏，最後一場平手，那麼比賽結果應該是使用者贏，但結果卻是回傳Game tie）

GeneralGame.java 和 AdvancedGame.java 中沒錯但可以寫得更好：
play方法中不用再建立一個GeneralGame或AdvancedGame的物件，因為你已經繼承PlayGenerator類別了，所以子類別可以直接用generateGestureByRandom方法

Main.java 錯誤1（第44行）：
手勢輸入錯誤時，之前輸入對的手勢可以繼續取用，並不是輸入錯一個就要全部重新輸入

Main.java 錯誤2（第49、52、55行）：
第49行System.out.println(general.play(input));
第52行System.out.println(advanced.play(input));
分別會和第55行
while (advanced.play(input).equals(""Game tie"") || general.play(input).equals(""Game tie""))
產生問題（原因：play方法執行了兩次，例子：執行第49行時假設結果是You win!，但52行卻是Game tie或You lose!）
",1,1,1
"GeneralGame.java 和 AdvancedGame.java 中沒錯但可以寫得更好： play方法中不用再建立一個GeneralGame或AdvancedGame的物件，因為你已經繼承PlayGenerator類別了，所以子類別可以直接用generateGestureByRandom方法 。
改善：AdvancedGame裡的play(Gesture[] user) 方法要覆寫父類別的 play 方法 ，所以method前面要加上@Override。",1,1,1
沒有符合google check style的,1,0,0
"程式並無回傳比賽結果。將回傳的結果存在字串再去判斷即可。  (小建議:可以把while裡的 ||換成 &&就不用再寫if去判斷了)
",1,1,1
GeneralGame跟AdvancedGame中如果在if else判斷裡面呼叫generateGestureByRandom() 會重複呼叫出來的值都會不一樣。,1,1,1
General game裡的 if (gestures[i] == g) 應改為if (gestures[i] != g) 才正確,1,1,0
我輸入錯誤手勢時，計數器會重新計算,1,1,0
如果猜拳手勢輸入不符合重新輸入該猜拳手勢就好，不須全部重輸。,1,1,0
平手後沒有重複遊戲直到分出勝負,1,1,0
"a.play(user) 要改成 flag = a.play(user) 不然永遠為true，且最後若已結束遊戲要印""Game over.""",1,1,0
都是空的...,0,0,0
沒東西,0,0,0
程式碼空白,1,0,0
一開始的輸入錯了兩次後，將無法跑出結果，例如連續輸入兩個4。,1,1,0
1. Game over要有句號  2. GeneralGame已經繼承PlayGenerator，不用PlayGenerator object = new PlayGenerator();  3. AdvancedGame中的play方法要覆寫@override,1,1,0
局數輸錯會輸出Please re-enter game count.(3 or 5)和Please enter game count.(3 or 5),1,1,0
我下載的檔案缺少playgenerator class 所以無法執行,1,1,0
題目要求總共只有5個，PlayGenerator應該是將原先錯誤的PlayGenerate重新命名,1,1,0
還沒好。,0,0,0
還沒寫完了,0,0,0
"如果game count 輸入5後，會多印出了""Please re-enter the gesture.""",1,1,0
輸入五次後，輸入不會截止會一直輸入下去哦,1,1,0
"(3 or 5)這邊多打了一個t, please enter your gesture. 不是 : 結尾, 當game tie 時, 不需重新輸入3 or 5, 而是直接重新輸入三個手勢, 好像沒有訂正之前的檔案耶
",1,1,0
檔案裡沒有寫東西噎,0,0,0
需在輸出的開始詢問使用者的遊戲局數,1,1,0
第一次詢問局數時沒加(3 or 5),1,1,0
平手後不會重來，且不管怎麼玩都是平手，在GeneralGame.java和AdvancedGame.java的play 方法裡要呼叫方法裡要呼叫generateGestureByRandom()，不是在Main.java裡呼叫，且Switch 块未定义 default 。[MissingSwitchDefault]，PlayGenerator.java裡generateGestureByRandom()應為Gesture型態，且要有回傳值,1,1,0
照題目所述，當遇上輸入的Gestrue不符合時，一樣要吃到之前輸入正確的Gestrue，而不是直接重算,1,1,1
Main.java的54行會強制離開while迴圈，因此平手時遊戲會直接結束，不會自動重啟,1,1,1
"AdvancedGame/GeneralGame裡的play()回傳值不符合題目要求，使用者贏得比賽的次數大於輸掉比賽的次數則回傳 “You win!”，不是""win""、等於則回傳 “Game tie”，不是""tie""、小於回傳 “You lose!”，不是""lose""   
題目要求輸出play()的回傳結果要在Main裡，不是在AdvancedGame/GeneralGame裡",1,1,0
"否，當輸出結果為""Game tie""時，會直接結束遊戲，但題目要求若遊戲結果為平手，則需重複遊戲直到分出勝負。",1,1,1
"Please re-enter the gesture 少句號
正確 -> Please re-enter the gesture.",1,1,0
牛逼 666,0,0,0
是，輸出完全符合要求,1,0,0
遊戲結束後沒有輸出 Game over.,1,1,0
"Main.java中的第12、18、29、46、64、82、98行，每句句首字母皆須大寫，並且請在句末加上句號。局數輸入錯誤時，需輸出""Please re-enter game count.(3 or 5)""和""Please enter game count.(3 or 5)""共兩行。以上敘述可參考作業說明。",1,1,1
跟上次一樣，檔案開啟裡面除了助教他們預設的東西，沒有其他程式碼,1,0,0
還是	讚！,0,0,0
