label,text
0,getIsTie函式須加上javadoc敘述及@return。compare函式須加上@return
1,這次似乎不需要？
0,空格不符合google 規範
1,讚啦
0,好像用不到，目前
0,連印出Hello World! 都沒辦法
0,Student.java的第二行、第四十行、第五十二行沒有javadoc
0,三個檔案都空白
1,good!
0,排版很整齊！
0,除了MAIN檔，其他檔案中的所有變數都沒有初始化
0,main.java裹的縮進符要記得改喔
0,"Exception in thread ""main"" java.util.InputMismatchException
        at java.base/java.util.Scanner.throwFor(Scanner.java:947)
        at java.base/java.util.Scanner.next(Scanner.java:1602)
        at java.base/java.util.Scanner.nextInt(Scanner.java:2267)
        at java.base/java.util.Scanner.nextInt(Scanner.java:2221)
        at Main.main(Main.java:31)
錯誤，你可能要改next();"
0,"否，若回合輸入錯誤(不是3或5)的時候，除了""Please re-enter game count.(3 or 5)""的字樣以外，""Please enter game count.(3 or 5)""的字樣也會再一次被印出來。"
1,"Good!
"
1,有！簡潔明瞭！
1,這份作業讓我回想起了廣袤的荒漠，空無一物卻充滿未知的可能，然而在評分標準上，這還是一片空白，所以你得到0分。
0,完全正確
1,可以，NotLucky~
0,很多地方沒有按規定用空格。
1,還是讚！
0,我把你random出的手勢輸出，再根據必贏的手勢輸入，但是依據you lose。你compare的部分有錯誤，玩家贏的時候fin沒+1，所以一直輸，除非全部平手。
1,希望下次能寫得更好
0,整齊易閱讀
1,"是,簡潔明瞭"
0,很棒 都有符合規範
0,"Main.java 第74行 , 應有空格 OrderCake.java , ReadyMadeCake.java 第一行 { 前應有空格 "
0,比賽結果判斷不對。輸出在錯誤的地方。
0,JavaDoc易懂
0,這題好像不需要
1,否
0,是，命名符合要求
0,string陣列未初始化
0,googlecheck回報一堆錯誤
1,EXCELLENT !!!
0,否，沒有輸入javadoc
0,"最後多輸出一個 請輸入成績:
輸入為無效成績，請重新輸入 你多了一個 :
平均成績的輸出要到小數點後兩位喔 "
0,BMI輸出有問題
1,優秀
0,是  註解很詳細
0,Good 符合標準
0,輸出不符合題目要求
0,Game tie時直接結束了遊戲，題目需要直到分出勝負才能結束
0,Without any code in.
0,"請輸入後面都少了"" : ""喔"
0,"1.Mary拼錯記得去掉一個
2.Mary體重輸入301.8沒有跳出輸入無效"
0,執行結果皆符合，但Greet變數未符合
0,本次無變數使用
0,中規中矩，做得符合作業要求
0,註解有符合JavaDoc規範
0,方法命名符合標準
1,是 完全沒問題
1,無作業
0,很棒 排版非常整齊
1,強喔
1,是的~~
0,Your Main.java is purely clean.
0,"身高體重輸入無效的訊息中，應改成這種逗號 "" , ""。輸出Name、Age、BMI時，請注意冒號後有一個空格，像是Name: Tom"
0,只叫我enter cake's name的話我不知道是要輸入order的或是ready的
1,"記得加上註
"
0,Good 類別命名符合標準
1,空的
0,方法命名符合規範
0,不符合Google Checkstyle的規範
0,排版整齊但不符合google checkstyle規範
0,類名不正確
0,Good 註解都符合規範
0,GeneralGame neww = new GeneralGame();的neww不符合命名規則
0,good，可以加上註解讓大家更好了解各個小區塊是實現什麼功能
0,有印出指定的要求
1,有 你寫的程式碼看起來很聰明 我喜歡
0,第二個手勢輸入錯誤後 重新輸入只輸入兩個手勢就跳出結果
0,"不錯，但第二題第7行的 ""@ param args"" 如果用 ""@param args args"" 會有問題，使用自動縮排就可以解決格式上的問題嘍~"
0,排版整齊，但不符合Google Checks的設定
0,"類別命名需要每一個單字的首字母都採用大寫字母
第二題的Stringoperation的o要改大寫"
0,否 平手後無法繼續執行
1,符合 ok
0,"第二題：等號和小於前後應加空格、分號和逗號後面應加空格、for和if後面應加空格、if需用大括號將內容括起、大括號與小括號之間應有空格、變數index,reaplaced聲明和第一次使用距離太多行。 
繳交前可以先用CheckStyle確認。"
1,棒~
1,並沒有
1,簡潔整齊
0,Didn't change the constructor part.
0,Main.java中的name、rate、weight、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。
1,"pass
"
0,GeneralGame 和 PlayGenerator 類別未通過 Google Checks
1,是，做得好java人
0,GeneralGame 少一個javadoc
1,進度報告
0,變數沒有初始化
0,"compare方法中，系統生成之手勢與使用者輸入之手勢相比較之後結果要使用字串陣列保存
且開始程式的第一次提示不是re-enter而是enter"
0,一開始假如輸入3或5還是會叫我重新輸入
0,是 但可以再寫得更加詳細一點
0,正確 有註解 很詳細 讚
0,沒有印出東西
0,沒有符合 google style
1,Great!
0,Setter沒刪掉
0,命名方式正確
0,還是沒有補上註解喔~
1,有完成作業
0,請使用space代替tab
0,有欸！雖然沒有變數XD
0,是的，符合標準且清楚的表示
0,student的checkstyle沒過
0,"否，輸出的結果應該要沒有""""的出現以及缺少""Game over""的字樣。"
0,有達到要求
0,average是double型態，但gradesum是float型態，建議轉換以相同型態運算
0,符合規定
0,請不要交白卷
0,不符合Google check
1,不錯
0,輸出小問題，!太多了
1,市
1,作業忘記寫了
0,第一次輸入時顯示的字樣應是Please enter your gestrue. 而不是re-enter 其他沒有問題
1,完美 !!!
1,是。畢竟這次沒變數。
1,都答對了哦 算你厲害
0,否，沒有JavaDoc。
0,要print出 Hello World!
0,否，BMI在某些數字狀況下會輸出Infinity，BMI計算可能有問題
1,csv
0,"是，非常遺憾的我的眼睛不好，剛好沒注意到你的""Hello ANDY!""驚嘆號前忘記加空格了。
但我也是真不知道這有沒有必要改對還是錯，有異議就去問老師，我不是老師我不會改。"
0,Student那個檔案沒寫JavaDoc
0,否，缺少Javadco
1,Yes
0,game tie need to continue playing
0,但getBMI的部分寫到main.java裡面了
0,沒有內容，故無法判斷
0,執行結果符合，但變數設置過多
0,greet檔的“Hello ANDY !”缺標點符號
1,漂亮
1,寫得很好
0,很棒有符合條件!!
0,"CCC[i].getClass().getTypeName() == ""MobilePhone""可以用CCC[i] instanceof MobilePhone代替"
1,有阿
1,GOOD.
0,score situation average 沒有初始化
0,正確且當輸入錯誤會有提示
1,符合 清楚!
0,類別命名符合規範
0,是，有達到題目需求
0,JavaDoc不完整
0,scanner忘了close
0,要用styel check來檢查
0,Good 註解符合規範
1,阿讚讚讚
0,符合Google Style規範
0,第一個程式沒有用到'hello'這個字串 還是改一下比較好
0,Game類別中有許多缺少或多餘的空格。建議先用Google Checks測試過。
0,多一個檔案
0,這堂課要用space不是tab喔~
0,第一題@param前面應有空行
0,輸入錯誤不會清除之前的值 而是直接繼承下去
0,沒有印出勝負
0,某些情況會印出數字
0,空格要空正確喔
0,可以加上註解會更容易理解 code
0,沒有正確縮排
1,當我翻開你的作業時，我彷彿在讀一本隱晦的哲學書，充滿了無限的空白與深邃的空虛感，所以這次我只好留給你0分的沉思
0,"Main 函式中未依題目要求使用建構子生成物件。
且 Main.java 中的第17行，輸入的身高單位應為(cm)，而不是(m)。"
0,是，有適當的命名
0,"Maybe you can try to insert some newline between the code blocks, although that is unnecessary."
0,只有Main的排版符合Google checkstyle的標準
0,外觀看起來滿棒 但checkstyle說縮排不行
0,BMI不能超過一個 字母連續大寫
0,PlayGenerater拼字錯誤應為PlayGenerator
1,完全沒問題，是好看的！
0,Greet.java : spacebar is between ANDY and !
0,main缺少javadoc和未依照規定空格。
0,沒註解
0,縮排格式有誤，不是4格，應為2格
0,不同於%.2f 反而用的Math.round 很酷又很棒!!
1,中規中矩
0,public 的 return要記得註解
0,"* @param name input parameters. * @param age input parameters. * @param height input parameters. * @param weight input parameters. public Student(String name, int age, double height, double weight) 每一個public只要有輸入或return都要記得JavaDoc * @param return name public String getName() { return name; }"
0,Main class 不符合 google checks
1,"沒寫

"
1,沒做
1,版面好漂亮><
0,"如果蛋糕名稱含有空格，例如: 水果布丁蛋糕(Fruit(空格)pudding)，那會造成名字只讀到fruit，然後rate會讀到""pudding""，就會造成錯誤；或者是輸入像是cake(空格)1 ，會造成該蛋糕的rate無法讀取，程式直接跳過，跑去讀取weight或quanity。所以在讀取name的時候要用nextline()來避免輸入的名稱含有空格。而造成rate無法讀取的狀況則是要透過在你輸入完weight或quanity之後多加一行scan.nextLine()來避免跳過讀取的部分"
0,命名正確
0,有達到標準喔
0,student缺乏
1,Good，有達成
0,"以下為你的 第二題 輸出：
Hello 
""Class""
14;9;true;true
HeLLo 
""CLass"""
0,下次要記得寫，main與程式都要各一個
1,Good 有整齊
1,你寫的很棒~
0,很整齊 但沒有符合規定
0,總共成績要五個 不是輸入五次，有錯誤的成績不能列入計算
1,閱讀很清楚喔
0,中規中矩，符合要求
0,排版整齊乾淨
0,沒有宣告平均(double)
0,空格要用space不是tab喔~
0,非常整齊，格式也正確
0,沒有寫作業
0,Gesture enum沒有Javadoc
0,"GeneralGame.java 缺少 javadoc，且第1行的""PlayGenerator""與""{""之間要隔一個空格，第四行也是""for (...) {""。"
1,以下是10筆更具學術風格的「無意義」作業回饋資料
0,符合題目要求
0,照題目所述，當遇上輸入的Gestrue不符合時，一樣要吃到之前輸入正確的Gestrue，而不是直接重算
0,沒有打 javaDoc
1,一樣空的
0,Main.java 跟Game.java沒排版
0,String少句點
0,"上面的Javadoc似乎想打雙引號 "" "" ，但你打成 : "" 了喔。"
1,做的很棒
1,繳白卷了
1,是的，
0,(double)sum / 5 的 (double)後面要空格
0,你的程式碼是要我火烤後才顯示嗎?
0,是，排版整齊。
0,重新輸入是3個都要重新輸入喔(不管前面輸入了多少個正確的字串)而且輸入的字串錯誤時要回傳Please re-enter your gesture
0,"AdvancedGame/GeneralGame裡的play()回傳值不符合題目要求，使用者贏得比賽的次數大於輸掉比賽的次數則回傳 “You win!”，不是""win""、等於則回傳 “Game tie”，不是""tie""、小於回傳 “You lose!”，不是""lose""   
題目要求輸出play()的回傳結果要在Main裡，不是在AdvancedGame/GeneralGame裡"
0,命名都正確，但部分並未初始化
0,"無法編譯，還沒完成，且還沒checkstyle
"
0,註解有符合JavaDoc規範，能理解該類別或該方法的規格
0,請寫完整程式碼
0,輸出平均沒到小數點後第2位
1,未完成
0,Hello world 沒有打驚嘆號
0,"排版不太整齊喔
"
1,沒使用
1,我理解！
0,有歸零 讚讚
0,缺少Javadoc
0,兩題皆沒有傳入參數的說明
0,Good 方法命名符合標準
0,"打stone都game tie並非隨機gesture
"
0,sysGesture是不用建Setter的喔
0,compare(Gesture[] arrayPlayer)的JAVADoc要@param
0,Student.java的5~8行沒有對變數進行初始化。
0,容易閱讀，分行適中
0,最終輸出應由Game.java回傳結果給Main.java，而後交由Main.java輸出結果
0,輸入為無效數後，除了要印出請重新輸入還要重複印出上一段的文字 (抱歉，上次沒檢查到)
0,@param 前面要空一行
1,太神啦
0,"當輸入值為100時有錯，
平均輸出前方多了一個$字號。"
0,命名符合標準
0,GeneralGame.;java中的變數xx，請使用有意義的命名。
1,讚喔
1,可
0,符合規範，寫得很清楚
1,讚讚
1,empty
1,很神奇地合乎規格...
0,public Gesture generateGestureByRandom(Gesture computer)要記得打@param computer、public String play(Gesture[] user)、public String play(Gesture[] user) 都是
1,是，做得好
0,"way 記得轉成double
"
0,題目只要求印出成績相對應的A-F，不用印出成績
0,忘記打註解了
0,輸入-5後會直接輸出平均，結束程式，應該要讓使用者重新輸入成績。
0,無方法
0,"	
程式在Game over後未中止"
0,畢竟Demo Code是正確的
0,很棒 符合題目敘述 但是變數名稱可以取更淺顯易懂一點:D
0,改的很棒
0,"Main.class 15行：
Cake array[] 宣告方式應改為 Cake[] array"
0,題目要求compare要回傳是String[] 而不是String
1,讀取和預處理資料
0,有印出指定字串
0,符合，很清楚在表達什麼
1,未寫
1,是的，讚
0,沒有game over
0,只有main方法有，類別沒打
1,符合，很棒
1,這是...一個簡單的範例
1,是，很整齊
0,超過一個連續的大寫字母之命名並不符合規範
1,PAASSSS
0,Java file outside of source root
1,???
0,宣告變數後有對變數做初始化
1,很精簡，一行
1,有，很棒。
0,開頭名稱不能大寫，要利用雙駝峰命名法
0,是，經由checkstyle檢查後無異狀
0,是，但排版沒有照規定
1,第二份沒寫
0,但是第十行的=旁邊要各空一格
1,你的程式碼如同一部未經驗證的電視劇，雖然有許多角色，但缺乏清晰的劇情走向，因此評分為0分。
0,"輸入第二或三個不符合猜拳手勢時，須全部重新輸入，且顯示""Please re-enter the gesture""時，下一行又顯示Please enter your gesture."
0,是，方法命名符合規定。
0,有，但是JavaDoc內容過於簡略
0,有符合題目要求
1,都是空的...
0,Main.java 中的 double price = scanner.nextInt 應修改為 double price = scanner.nextDouble
0,enum 那個沒有打JavaDoc
1,沒有寫方法
0,沒有setName()、setAge()、getHeight() 和 getWeight()，雖然用不到，但題目有要求ㄛ
1,超超超詳細!!!
0,Main 函式中未依題目要求使用建構子生成物件，且身高的單位不一致。
0,讚讚連度C度F都有標
0,變數aG不符checkStyle規定
0,不是印Hello world
0,非常棒，符合要求
0,是，類別命名符合標準
1,"有
"
0,main裡的aG不合標準
1,今天天氣很好
0,google check style 除了BMI的方法名之外有很多錯誤(縮排、註解、空格......)
0,沒有通知使用者是進入到 ordercake 還是 read my cake
0,"(3 or 5)這邊多打了一個t, please enter your gesture. 不是 : 結尾, 當game tie 時, 不需重新輸入3 or 5, 而是直接重新輸入三個手勢, 好像沒有訂正之前的檔案耶
"
0,"OrderCake.java , ReadyMadeCake.java 缺少 javadoc"
1,有的
0,撰寫的讓人容易理解
0,沒有初始化
0,符合題目要求
0,"1. System.out.printf(""Total price and quantity of all ReadyMakeCake objects: "");應改為System.out.print(""Total price and quantity of all ReadyMakeCake objects: ""); "
0,很整齊但不符合規定 我自己也沒有弄...
1,BAD
0,兩題都沒有撰寫JavaDoc喔
1,寫得很好
0,下次注意要記得寫
0,一開始作業就有命名
0,是，方便閱讀
0,記得push
0,+= (運算符號)前後要空格，這邊Main檔沒空格
0,"沒有對變數進行初始化，double宣告後要初始化，ex: double height = 0.0;
在實習課第四章第42頁有範例"
0,Main 的 gesture 和 result 沒有初始化
1,我覺得蠻整齊的
0,第一題沒有輸出
0,google checks 沒過喔 縮排是兩格而已
1,"YJK, good!"
0,讚 排版很整齊
1,根本沒寫
0,符合google規範
1,很不錯
0,"第一題：
google check回傳：' , ' is not follow by white space.
-> 括號中逗號後要有一個空白
String replaced1 = name.replace(""n"",""N"");
String replaced2 = replaced1.replace(""d"",""D"");
String replaced3 = replaced2.replace(""y"",""Y"");

第二題：
-> identation 錯誤, 應為2格, 你的為4格
-> class沒javadoc
-> method的javadoc第一行敘述後沒有句號
-> 參數逗號後要空一格
-> '+' 前要空一格
"
0,沒有使用googlecheck來檢查，有極多錯誤，其中包含空格的位置
1,很好
0,"數學計算的部分，可以自行簡化，不然這樣寫一行解的意義就不見了
但整體來說還是很精簡，做的很棒"
1,我不知道這樣打會不會怎樣，但我還是讓你過
0,"1.舉例 result == ""Game tie""應改為result.equals(""Game tie"");
2.你的Main檔蠻多黃色警告的喔，建議可以檢查一下"
0,"第52行，類型轉換後應有空格
需寫為 avg = (double) sum / 5;"
1,Good 符合要求
0,"主要問題: 作業要求是當使用者輸入錯誤時，只需重新入該項，而非三項都重新輸入

可改可不改的問題: 作業說明是在main 中 getSysGesture 來輸出，而不是在play 中直接輸出"
0,成績變數是grade吧?
1,不符合
0,javadoc不完整喔
0,是 達到符合javadoc標準
0,一行，非常整齊簡潔
0,沒有印東西出來喔
0,沒有print出結果
0,檔案開啟裡面除了助教他們預設的東西，沒有其他程式碼
1,我從你空白的程式碼中看到了你的嚴謹、你一絲不苟、你的不屑與狂放不羈的性格，所以我向你獻上我最高的敬意以及0分
0,非常整齊、清楚
0,不符合目的，輸入錯誤的話應該要再重新輸入三次
0,Main的instanceof那邊可以打else就好
0,註解有符合 JavaDoc 規範，能理解該類別或該方法的規格
0,"line51:System.out.printf(""Score Average: %.2f"" + average); 
MissingFormatArgumentException, should replace '+' with ','"
0,check style 沒過
0,整齊，但會建議初始化跟迴圈之類的程式碼之間多一個換行，看起來才不會太擠
1,是的，有符合
1,有符合，很棒！！！
0,Main 以外的類別都有缺少的Javadoc。
1,有的，輸出很完美
1,這次似乎好像不需要？
0,正確無誤!
0,Greet 檔案的排版為四個空格，不符合Google coding style
0,兩題的main的JavaDoc放錯位置
1,pass
0,符合題目要求，但程式碼有部分冗餘
0,有印出要求字串
0,是，正確的達到了要求。
1,牛逼 666
0,"你的最後一行的print System.out.format(""Score Average:%2f"", avg / 5); 要%.2f 要有小數點才會取餘數到第二位"
1,"很棒
"
1,你寫得很棒喲!
0,都有符合題目要求
0,是 註解寫得很清楚
0,達成題目所需要的內容了 甚至可以自行輸入名字和學號 讚
0,同學你的code似乎會有無限game tie 的狀況
1,沒寫
0,排版整齊，且有符合Google Style
0,"否，Cake檔裡面的name, rate，OrderCake.java裡的weight，ReadyMadeCake裡的quantity均未作初始化。"
0,是 變數命名符合標準
0,比對時請忽略大小寫。
0,Game.java中的第41、42行之間需多加一個空行，請利用CheckStyle確認。
1,很棒 :D
0,JavaDoc編寫完善
0,題目要求總共只有5個，PlayGenerator應該是將原先錯誤的PlayGenerate重新命名
0,整齊，方便閱讀
1,同學，你沒有寫
1,沒初始化
0,局數輸錯要輸出Please re-enter game count.(3 or 5)和Please enter game count.(3 or 5)
0,排版整齊方便閱讀
0,遊戲結束少印出 Game over.
1,什麼都沒有
0,"yes
但switch 的 case 10&9可以合併成
case 10, 9:
          System.out.println(""A"");
          break;
會更精簡"
0,re-enter會存到之前的結果
1,Good 符合
0,一堆CheckStyle錯誤
0,要印出“Hello ANDY !”，不是HelloANDY!
0,Main的Class沒辦法偵測
0,ordercake跟readycake那邊少個javadoc
0,目前有寫到的是對的
0,很整齊但不符合Google Checkstyle
0,JavaDoc可以再多寫點
0,"非常整齊， win lose 的判斷很精巧。
"
0,GeneralGame中第10行和PlayGenerator中的第7行的註解應該要縮進兩格
0,有寫JavaDoc
1,是的!
0,有符合標準
0,是，變數命名符合標準
0,有個小問題，輸出是int型態
1,沒有
0,Student檔案沒寫JavaDoc
1,棒!
0,是的，排版整齊
0,是，經由checkstyle檢查後無異樣
0,排版整齊
1,你的註解被鯊魚吃了逆?
1,"再產生10筆另一類型無意義的回饋
"
1,"good


"
1,有!!!
0,排列整齊，容易閱讀
0,"1. cake檔第12,19行少一行空行
2.ReadyMadeCake第第6行少一行空行
3.Main檔第25,36行注意黃色警告，因為印出的內容不包括％d,%c,%f.....等格式化資料，printf改為print即可"
1,未完成作業
0,"是,完全符合google java checks的要求"
0,非常整齊， win lose 的判斷很精巧。
0,有符合Google Java Style規範
1,GOOD
0,"1. 變數要宣告private，不是protected 
2. OrderCake.java 跟 ReadyMadeCake.java都多了一個針對 name、rate做初始化的建構子"
1,儲存微調後的模型和分詞器
0,符合(題目沒說結果要整數，為甚麼要轉型阿 ?)
0,class的Java Doc排版不整齊
0,整齊，google checks檢查沒問題
1,居然有寫
0,Main.java中的name、quantity，Cake.java中的name、rate，OrderCake.java中的weight，ReadyMadeCake.java中的quantity變數皆需初始化。
0,符合JavaDoc規範，不過之後 args 後面之後可以寫 user input 或直接刪掉就好
0,還是 沒有 由小 排 到 大 !!!!!!!!!!!!!而且 下載下來中文都是亂碼
1,很清楚
1,是的，讚啦
0,有符合lowerCamelCase
0,兩題都缺少Javadoc
1,完成的不錯
1,Good job 666
1,GOODDDDD!!!
0,PlayGenerator.java 缺少 Javadoc
0,"Google check 回傳：
1. First sentence of javadoc missing the end period.
   -> class object 和 method 上的第一段描述結尾要加上英文的句點
2. Javadoc tag '@param' should be preceded with an empty line.
   -> @param 上一行要為空行，小心一個space也不能有，不然也會被google check所檢查"
0,很棒 都有符合標準
0,局數如果不是3或5 會跑出re-enter 跟 enter
0,第13 & 15行沒有對變數進行初始化。
0,變數average需初始化
0,第一題Javadoc放錯位置(1:1)、缺少Javadoc(7:1)，而且@param之前需要一個空格(10:0)
0,符合規範，但可以多寫點
0,很棒 符合題目要求 有改正
0,全都符合題目要求
0,符合類別命名標準
0,有印出來，很好
1,厲害
0,沒有JavaDoc
0,Cake沒寫到JavaDoc，除了Main有寫到@param，其他都沒寫到@param & @return
0,否，Main檔裡的第22、52、60行的大括號前須有空格，第52、60行if的大括號前須有空格及第52行的if小括號裡面不應該多出一個空格。
1,完全空白
0,並沒有寫作業，檔案全空白
0,空格 空行 不符 Google checkstyle 規定
0,輸出結果符合要求
1,讚讚讚讚
0,LotteryGenerator.java中的第五行: 「int lotteryNumbers = 5;」 應該依題目指示設為靜態常數(int)。
0,記得寫作業喔
1,有，100分
1,超棒的
0,9 - 15行應使用space
0,否，題目不需要將所有的蛋糕一個一個印出來，只需要印出全部蛋糕的總價即可。
1,"Great!
"
1,nice
0,是，排列整齊，能夠理解
1,Perfect !
1,寫得真高端
1,有
0,newtBMI宣告與第一次使用距離太遠(看google checks)
0,每行註解前記得要空格，否則Google Checks會錯
1,OK
0,"(選擇性修正)遺漏輸出: ---All system gestures---
(選擇性修正)System gestures 輸出不是小寫(提示: .toLowerCase())"
1,好棒！
1,"輸入層 -> 網路層 
"
1,沒改
0,是，方法命名符合要求
1,Good Job!
1,有有有
1,符合，讚讚!
0,沒問題，但intelliJ不能跑
0,內容空白無法判斷
0,checkstyle 沒過
0,是，類別命名符合要求
0,是，變數宣告正確。
1,"是, what a fucking good code"
0,中規中矩有符合題目要求
0,"排版整齊
"
0,不符合JavaDoc ，可以去看助教第41頁
1,沒寫完
0,"getter 和 setter 可以不同實存在喔
"
1,未完成輸出
1,棒啦
0,"Main、GeneralGame、AdvancedGame
以及PlayGenerator都不符合Googlr Checkstyle"
0,有符合題目需求
0,主要邏輯都沒問題，但建議修改輸出 phone brand 的部分，使和題目一樣喔
0,否，Main檔裡面的g3、g5、f均不符合變數命名的撰寫標準。
1,是的，你超棒！
1,NLP 分析審查意見
0,無法執行
0,並未撰寫JavaDoc
1,空空如也
0,advancedGame的play沒寫javadoc
0,程式碼一清二楚好棒>///<
0,google 表示不開心
0,enum Gesture 排版空了4格 應該空2格
